NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,0.1,0.2,0.3,0.4
0.0357989832758903,-0.6137994170188904,-0.3074794948101044,0.0407949708402156,-0.6513313055038452,-0.2956194788217544,0.0412484005093574,-0.6518525242805481,-0.2950285524129867,0.0411178179085254,-0.652372944355011,-0.294817715883255,0.0117834968492388,-0.6483044743537902,-0.2978997200727463,0.0120942752808332,-0.6486587643623352,-0.298898246884346,0.0119890671223402,-0.6499646902084351,-0.2977899670600891,0.0773137897253036,-0.6370026707649231,-0.1918947458267212,-0.0558108292520046,-0.6321410536766052,-0.2177918136119842,0.0529573783278465,-0.5874617099761963,-0.2691640645265579,0.0135423067957162,-0.5837091565132141,-0.2756146311759949,0.1635441094636917,-0.4479250729084015,-0.1281176880002021,-0.1574465453624725,-0.4531669497489929,-0.1736995369195938,0.2016040176153183,-0.2259332448244095,-0.0934876784682273,-0.2555497527122498,-0.2365473181009292,-0.1539550095796585,0.2040685981512069,-0.0238805931294336,-0.1457146614789962,-0.1760176062583923,-0.0949729681015014,-0.212844306230545,0.2043861299753189,0.0523889198899269,-0.1721531331539154,-0.1411112010478973,-0.0334308632649481,-0.2362738877534866,0.1757191330194473,0.0499509973451495,-0.2000122219324112,-0.1133542031049728,-0.0597227066755294,-0.2514277309179306,0.1905715435743332,-0.0098410791717469,-0.1549782276153564,-0.15186128616333,-0.0939074411988258,-0.2192960649728775,0.1166047811508178,0.0012963645043782,0.0164005039259791,-0.1167472511529922,-0.0018246293300762,-0.0149911837652325,0.1257160753011703,0.4160470843315124,-0.0186223221011459,-0.1561459839344024,0.3815334618091583,-0.0309143174439668,0.1889819115400314,0.7677595257759094,0.0941497705876827,-0.1626125574111938,0.7233682513237,0.0868312299251556,0.2016766101121902,0.8135022401809693,0.0954764798283576,-0.1682134419679641,0.7689432978630066,0.0893973305821418,0.2602612107992172,0.8729617714881897,-0.0205312954494729,-0.232530078291893,0.8199823498725891,-0.0237861966714262,0.00011405914,0.0016955915,0.000117537245,8.174349e-05,0.0013204846,0.012495144,0.00019331244,0.0002302895,0.0017683724,0.0017258532,0.0014444524,0.0024224152,0.0008899765,0.0015285183,0.0011426165,0.00023035049,0.00025203312,0.00066123036,0.0009841706,0.00044434832,7.6664335e-05,0.00029756324,0.0053485953,0.032418754,0.018583652,0.0013442377,0.00015071363,10672.2001953125,17.26023292541504,0.6663492321968079,33.0
0.0386724479496479,-0.6107656836509705,-0.2998842149972915,0.0441073328256607,-0.6475405693054199,-0.2876338481903076,0.0445619478821754,-0.6480780005455017,-0.2870702713727951,0.0443846464157104,-0.6486087083816529,-0.2868085622787475,0.0153514878824353,-0.6451980233192444,-0.2905593246221542,0.0156601548194885,-0.6455878496170044,-0.2915429085493087,0.0155378241091966,-0.646904993057251,-0.2903714120388031,0.0796403333544731,-0.6315962314605713,-0.1830749839544296,-0.0528229266405105,-0.6305813908576965,-0.2131502717733383,0.0548594057559967,-0.584199333190918,-0.2610965758562088,0.0156277649104595,-0.5816242694854736,-0.2685663133859634,0.1638516753911972,-0.4425473034381866,-0.1192227557301521,-0.1558672279119491,-0.45574711561203,-0.1676672771573066,0.197076404094696,-0.2180982530117035,-0.0825689509510994,-0.2596443563699722,-0.2442057400941849,-0.1606634527444839,0.2172990292310714,-0.0144858358660712,-0.1317939400672912,-0.1657695412635803,-0.1195422336459159,-0.2207168102264404,0.2240733444690704,0.0604972343891859,-0.1549061179161071,-0.125851833820343,-0.0636629813350737,-0.243644431233406,0.2002843469381332,0.061462664976716,-0.1835329830646515,-0.0974889554083347,-0.0906756348907947,-0.2562791466712951,0.2069305539131164,0.0011443956755101,-0.1413155138492584,-0.1406295880675316,-0.1194068133831024,-0.2260896384716034,0.116537295281887,0.0016566417994908,0.0162305293604731,-0.1166868031024932,-0.0021784424083307,-0.0148010456934571,0.1340594589710235,0.4172647356986999,-0.0252641370519995,-0.1581710189580917,0.381496262550354,-0.0324097547680139,0.1944896906614303,0.7706244707107544,0.0824656672775745,-0.1553553968667984,0.7244079113006592,0.0865425482392311,0.2068575650453567,0.8164798021316528,0.0834766678512096,-0.1607769399881363,0.7702896237373352,0.0891889080405235,0.267624819278717,0.8769435286521912,-0.0307436263188719,-0.2319048464298248,0.8196352243423461,-0.0198441645130515,6.7217657e-06,0.0012079722,0.0009298745,8.9365276e-05,0.0034432774,0.008161723,0.00019844246,0.0002320461,0.0005203652,0.0021616071,0.0008635832,0.002006771,0.00017132332,0.0002610151,0.0007113927,9.0556074e-05,0.00012355772,0.0005081665,0.0015925692,0.00024389688,1.1491878e-05,0.00014215114,0.0018055774,0.0064216624,0.008666463,0.0004181804,1.7145321e-05,9944.5498046875,21.00228309631348,0.5975301861763,28.0
0.042614347487688,-0.6125831604003906,-0.2756273001432419,0.0481114625930786,-0.648647916316986,-0.2624094784259796,0.0485728651285171,-0.6492308855056763,-0.2618390649557113,0.0483643025159835,-0.6497203350067139,-0.2616188555955887,0.0197886362671852,-0.6470762372016907,-0.2663701623678207,0.0200988095253705,-0.6475225806236267,-0.2673374265432358,0.0199802380055189,-0.6488615274429321,-0.2661053001880645,0.0802499547600746,-0.631046199798584,-0.1573284804821014,-0.0512299977242946,-0.6336177229881287,-0.1925679862499237,0.056792589277029,-0.5857520937919617,-0.2365875482559204,0.017932041734457,-0.5841869592666626,-0.2455074071884155,0.1616057127714157,-0.4402652323246002,-0.0970793291926384,-0.1570212453603744,-0.4612903773784637,-0.1481999933719635,0.1874583423137664,-0.211848708987236,-0.0642035802826285,-0.26429063975811,-0.2602386444807053,-0.1635636150836944,0.2289034307003021,-0.0079911228502169,-0.1142973840236663,-0.1510122209787368,-0.1693491473793983,-0.2339569538831711,0.2419544339179992,0.0652071133255958,-0.1341604650020599,-0.1048301085829734,-0.1235744955018162,-0.2561751365661621,0.223289081454277,0.0704869367182254,-0.1634145110845565,-0.0769777216017246,-0.1516179952770471,-0.2645711660385131,0.2217773228883743,0.0098527234047651,-0.1239126071333885,-0.1251536697149276,-0.1709412232041359,-0.2376083731651306,0.1164702415466308,0.0019361841143108,0.0159813469275832,-0.1166176855564117,-0.0024489423260092,-0.0145372502505779,0.1411670699715614,0.4175215303897858,-0.0291614426299929,-0.1598180651664734,0.3819209039211273,-0.0289816342294216,0.200618639588356,0.7726359248161316,0.0749317474663257,-0.1519664734601974,0.7260910391807556,0.0916703626513481,0.2127362042665481,0.8185199856758117,0.0760063581168651,-0.1573321104049682,0.7721573233604431,0.0946554362773895,0.2740613281726837,0.8800458908081055,-0.0357380224391818,-0.2321539014577865,0.8202407002449036,-0.0106482403352856,1.0481677e-05,0.0006671754,0.00058079686,5.3712494e-05,0.0013588,0.00045359845,0.00013844269,0.0001966446,7.1895294e-05,0.0009935262,0.000119688026,0.0008972027,0.00040301686,0.000983084,0.00029640362,5.424415e-05,7.75298e-05,0.0011363205,0.0008222563,0.0006929482,0.000152201,0.00096335943,0.0029788949,0.007770017,0.006833149,0.00042997563,2.8248444e-06,10054.7998046875,9.95969581604004,0.7062452435493469,29.0
0.0494844190776348,-0.616477108001709,-0.2382913947105407,0.0550994671881198,-0.6514411449432373,-0.2239692717790603,0.0555599555373191,-0.652075469493866,-0.2233970254659652,0.0553235553205013,-0.6525210380554199,-0.2231853440403938,0.0272138664498925,-0.6510903000831604,-0.2288333564996719,0.0275377096608281,-0.6516048669815063,-0.2297639310359955,0.0274035660549998,-0.6529654026031494,-0.2285259842872619,0.0825695812702178,-0.631305480003357,-0.1180118940770626,-0.0477539114654064,-0.6386550068855286,-0.1576510608196258,0.0610689505934715,-0.5890336632728577,-0.1988053277134895,0.0226261705160141,-0.5888085484504699,-0.2089890867471694,0.1597861260175705,-0.4399616956710815,-0.0614137150347232,-0.1573236942291259,-0.469779908657074,-0.1179754875600338,0.1802214503288269,-0.2091544479131698,-0.0342836504802107,-0.268305093050003,-0.2885849565267563,-0.1629043757915496,0.2394702315330505,-0.0126806374872103,-0.0872061375528574,-0.1350937202572822,-0.2382450819015503,-0.2446721673011779,0.2563869297504425,0.0579673290252685,-0.103651250526309,-0.0838557481765747,-0.2040198840200901,-0.2670879542827606,0.2418052405118942,0.0645903028547763,-0.1333811238408088,-0.0569574138149619,-0.2328982345759868,-0.2716877698898315,0.2348523586988449,0.0059291218407452,-0.0970781341195106,-0.1089581161737442,-0.2415003567934036,-0.2468052893877029,0.1164064437150955,0.0021312154829502,0.0159154346212744,-0.1165379449725151,-0.0026374873239547,-0.0144507626071572,0.1478298395872116,0.4172874927520752,-0.033080555871129,-0.158504655957222,0.3823129296302795,-0.0278857849538326,0.2074758380651474,0.7742258667945862,0.0609435468912124,-0.1480967283248901,0.7278133988380432,0.0922170728445053,0.2191603660583496,0.8201303243637085,0.0615641117095947,-0.1529646337032318,0.7740330100059509,0.0952837571501731,0.2787598192691803,0.882882833480835,-0.0501403301954269,-0.2246473670005798,0.8216341137886047,-0.008541401597904,8.268068e-06,0.0016518957,0.0008516952,0.0004885569,0.0033491936,0.012726519,0.010930458,0.0028287887,0.0003882384,0.0034720772,0.00044430213,0.0019933505,0.004379386,0.034208026,0.0076113315,0.0009755441,0.0012507455,0.0022017309,0.0018482539,0.0014225488,0.0003030465,0.0008936374,0.0024610765,0.006970131,0.004134858,0.0009277859,2.545141e-05,4013.10009765625,23.76791381835937,0.6354092955589294,47.0
0.0575665853917598,-0.6207925200462341,-0.1952198386192321,0.062778789550066,-0.6548771262168884,-0.1795016393065452,0.0632359132170677,-0.6555615663528442,-0.1789172574877739,0.062988281995058,-0.6559597849845886,-0.178719612956047,0.0353433527052402,-0.6555921077728272,-0.1858664155006408,0.0356930911540985,-0.656167495250702,-0.1867393761873245,0.0355399031192064,-0.6575445294380188,-0.1855190634727478,0.0848026916384697,-0.6334837436676025,-0.0719352761283516,-0.0443910472095012,-0.6444637894630432,-0.1181514404714107,0.0661328390240669,-0.5930727958679199,-0.1549505472183227,0.0282871797680854,-0.594020140171051,-0.1671192765235901,0.1574204564094543,-0.4426685571670532,-0.0192437492311,-0.1565629988908767,-0.4785036325454712,-0.0842494681477546,0.1715318202972412,-0.2106716215610504,0.0032932111993432,-0.2646861344575882,-0.3217254877090454,-0.16149263381958,0.2458847999572753,-0.0269595217192545,-0.0509278956800699,-0.1179832518100738,-0.3179100066423416,-0.2538947969675064,0.2651950806379318,0.0405225314199924,-0.0639849115163087,-0.0636156626045703,-0.295660163462162,-0.2770371466875076,0.2547718077898026,0.0479798706015571,-0.0944176713004708,-0.0392254551872611,-0.3244614034891128,-0.2782193601131439,0.2432866811752319,-0.0081297806464135,-0.0611965365707874,-0.0925654783844947,-0.3227578580379486,-0.25481778383255,0.1162843018770218,0.0019970851484686,0.0170230438932776,-0.1163860291242599,-0.0025002783630043,-0.0155244305729866,0.1540636926889419,0.4170371413230896,-0.034537062048912,-0.1538936674594879,0.3826846659183502,-0.0267284423112869,0.2149924039840698,0.7743244409561157,0.0521775230765342,-0.1435198128223419,0.7269118428230286,0.0948631003499031,0.2264467477798462,0.8200828552246093,0.0522624015808105,-0.1476785778999328,0.7728878378868103,0.0986492455005645,0.2855830371379852,0.8843636393547059,-0.0612658381462097,-0.2102564573287964,0.8232668042182922,-0.0043777137354481,4.5469296e-05,0.0056914296,0.001117556,0.00065184705,0.0019447292,0.009931259,0.009565551,0.0018709924,0.00042767177,0.0013990236,0.00030276066,0.00063708983,0.0039767586,0.013179602,0.0051948414,0.0003859078,0.0007092149,0.0019028323,0.0015984743,0.0006630871,0.00022563855,0.00062179373,0.0025322184,0.0076495977,0.0054273973,0.0009419444,4.1460757e-05,8180.5498046875,20.83000373840332,0.5957576632499695,41.0
0.0679151982069015,-0.625019633769989,-0.1541781917214393,0.0710413001477718,-0.6582400679588318,-0.1372756406664848,0.0714824363589286,-0.6589808583259582,-0.1366397514939308,0.0712292462587356,-0.6593293428421021,-0.1364711284637451,0.044657988473773,-0.6599927186965943,-0.1465413033962249,0.0450484920293092,-0.6606379389762879,-0.1473371893167495,0.0448658131062984,-0.6620371222496033,-0.1462184399366378,0.0830350771546363,-0.635996675491333,-0.0279793852940201,-0.0412248276174068,-0.6499409556388855,-0.0859440982341766,0.0717671349644661,-0.5973606705665588,-0.1129817754030227,0.0353389240801334,-0.5988596439361572,-0.1288141995668411,0.1495234668254852,-0.446408611536026,0.0249147646129131,-0.1555908918380737,-0.485953539609909,-0.0605850413441658,0.1618999183177948,-0.2154737830162048,0.046965036727488,-0.2555428743362427,-0.3594154715538025,-0.169410428404808,0.250041127204895,-0.0464291960000991,-0.0047873709350824,-0.1002186238765716,-0.4012390375137329,-0.2680304855108261,0.2707353174686432,0.0181642420589923,-0.0150615964084863,-0.0453947633504867,-0.3894152015447616,-0.2923161625862122,0.2631660640239716,0.0259190911194309,-0.0459764951840043,-0.0244764201343059,-0.4173541814088821,-0.2882447779178619,0.2488287478685379,-0.0276835066266357,-0.0155820362269878,-0.076602803170681,-0.407362288236618,-0.2676501661539078,0.11560999751091,0.0018134560668841,0.0211940493434667,-0.1156790107488632,-0.0023142469348385,-0.0196376968175172,0.157653596997261,0.4170017838478088,-0.0319338239729404,-0.1483788698911667,0.3828989684581756,-0.0236573301255702,0.2204898625612258,0.7743953227996826,0.0518487274646759,-0.1421732664108276,0.7243026971817017,0.1008720353245735,0.2317239850759506,0.8199820637702941,0.0517966799437999,-0.1464887976646423,0.7698607802391052,0.1054011836647987,0.2891974091529846,0.8861879944801331,-0.0637130364775657,-0.1984696507453918,0.8240985751152039,0.0018167766451369,1.1323255e-05,0.022946462,0.00040041577,0.00060725014,0.000978217,0.015283953,0.012077542,0.00062441966,0.000329877,0.00044188942,0.00028775696,0.0006404829,0.00387725,0.0037904573,0.0055187717,0.00026860944,0.00014337785,0.0011443511,0.00097099267,0.0007352089,0.00020058437,0.0005019461,0.0027338082,0.006312452,0.008415916,0.0014140087,1.8333474e-05,8643.599609375,25.429676055908203,0.5479826927185059,39.0
0.0773765422403812,-0.6286528468132019,-0.1305056512355804,0.0786294177174568,-0.6613125205039978,-0.1125976681709289,0.0790315583348274,-0.6620944499969482,-0.1119060218334198,0.0787755139172077,-0.6624046802520752,-0.1117565765976905,0.0529686763882637,-0.6636462211608887,-0.1246761709451675,0.0534104779362678,-0.6643247365951538,-0.1254028916358947,0.0531889915466308,-0.6657316088676453,-0.1244019791483879,0.0801257222890853,-0.6399901390075684,0.0001689797267317,-0.0399197444319725,-0.6537527322769165,-0.0697755984961986,0.0766842857003212,-0.6013426423072815,-0.0878434278070926,0.0414440732449293,-0.6027718663215638,-0.107198528945446,0.1369943022727966,-0.451763242483139,0.0592329792678356,-0.1543168097734451,-0.4944620966911316,-0.0523489534854888,0.1454270109534263,-0.2247466772794723,0.0914699712768197,-0.2420103341341018,-0.4025214731693268,-0.1937998980283737,0.2503049850463867,-0.0740811375901103,0.0541297908872365,-0.0788160111755132,-0.4810000896453857,-0.2957532882690429,0.2706978917121887,-0.0117189235985279,0.0465020950883626,-0.0248065076768398,-0.4766871571540833,-0.3201972126960754,0.2646011054515839,-0.0057250594953075,0.015424377284944,-0.006371184438467,-0.5022857785224915,-0.3119355499744415,0.2491303861141204,-0.0566158833913505,0.0427714683115482,-0.0570189090445637,-0.4874942064285278,-0.2942141234874725,0.1133499220013618,0.0016604969976469,0.0295597534626722,-0.1133835524320602,-0.002166930376552,-0.0279868204146623,0.1608280956745147,0.4168589353561401,-0.0240782049950212,-0.1402351066470146,0.3829276323318481,-0.0260682076215744,0.2256810307502746,0.7748016953468323,0.0515536643564701,-0.1459833145141601,0.7213475704193115,0.0892966888844966,0.236919504404068,0.8203531622886657,0.0509619228541851,-0.1518321603536606,0.7665166616439819,0.0937202040106058,0.2970230758190155,0.887834107875824,-0.0641934663057327,-0.1910621076822281,0.8240684151649476,-0.0121323217928875,1.5842494e-05,0.022780243,0.0013742015,0.0051951017,0.011166995,0.0017066448,0.0043586283,0.0029666815,0.00030062688,0.00030702137,0.0001879297,0.0003276508,0.0022105835,0.001510906,0.002601897,0.00043196048,0.0005330349,0.0019187878,0.0009355352,0.00084072555,0.00027821073,0.00078708224,0.0033204593,0.007871394,0.0067401803,0.0010060938,4.077239e-05,8312.849609375,23.57494354248047,0.651408851146698,53.0
0.0846733450889587,-0.6302559614181519,-0.1010938234627246,0.0842058911919593,-0.6623442053794861,-0.0818977646529674,0.0845527499914169,-0.6631434798240662,-0.0811754167079925,0.0843115583062172,-0.6634544849395752,-0.0809629712253809,0.0591222323477268,-0.6649829387664795,-0.0966471791267395,0.0595995619893074,-0.6656880855560303,-0.0973012298345565,0.0593797326087951,-0.667082941532135,-0.0964204981923103,0.07318632081151,-0.6423623204231262,0.0342131292447447,-0.0431454449892044,-0.65552898645401,-0.0474800552241504,0.0784440010786056,-0.6037243843078614,-0.0572577748447656,0.0444765083491802,-0.6050369620323182,-0.0800103954970836,0.1203842014074325,-0.4551939785480499,0.0988414756953716,-0.1543443769216537,-0.5018886864185333,-0.042952687293291,0.1317446053028106,-0.2335208982229232,0.1366320043802261,-0.2302056938409805,-0.4632746875286102,-0.2152116537094116,0.2497564226388931,-0.1043380089104175,0.0996967073529958,-0.0648241560906171,-0.5717622578144074,-0.2852833122014999,0.2702145874500274,-0.0471086539328098,0.0921299394220113,-0.0116187691688537,-0.5711872220039368,-0.3111474692821502,0.2643771171569824,-0.0443489110330119,0.0608646934852004,0.0055052235722541,-0.593363231420517,-0.2966960430145263,0.249025410413742,-0.0895539365708828,0.087225442379713,-0.0442808920517563,-0.5774181485176086,-0.2821463257074356,0.1105270117521286,0.0015197270549833,0.0377131592482328,-0.1105360224843025,-0.0020349128404632,-0.0361254649236798,0.1680429816246032,0.4138017773628235,-0.0171077818376943,-0.133591479063034,0.3825171589851379,-0.0334532257169485,0.2317000418901443,0.7739114403724671,0.0443557020276784,-0.1533673703670501,0.7183749675750732,0.0686508106999099,0.2422222644090652,0.8196460008621216,0.0424449440091848,-0.1608173996210098,0.7632164716720581,0.0725047948304563,0.3043674170970917,0.8883296728134156,-0.0726014710962772,-0.1867603868246078,0.8241297364234924,-0.0360381105274427,5.2294366e-05,0.014980726,0.0970334,0.65688896,0.06484456,0.0027525676,0.06056863,0.019742236,0.0003471282,0.0014278418,0.000333732,0.00024016746,0.00018916745,0.00037792345,0.0010437247,0.00014268422,8.624575e-05,0.00024221107,0.00032394382,0.00041967625,6.414966e-05,0.00013799177,0.0015903196,0.0052261087,0.0019709785,0.0002415491,2.439543e-05,198.4499969482422,116.64482879638672,0.2781028747558594,24.0
0.0882804170250892,-0.6296481728553772,-0.0902863465249538,0.0863187089562416,-0.6616172075271607,-0.0706473149359226,0.0866222068667411,-0.6624145627021789,-0.0698938563466072,0.0863952726125717,-0.6627362370491028,-0.0696463827043771,0.0617928765714168,-0.6641003489494324,-0.0873693421483039,0.0622915998101234,-0.664814567565918,-0.0879894167184829,0.0620659187436103,-0.6661902070045471,-0.0871721684932708,0.063678053766489,-0.6441272020339965,0.0476014411076903,-0.0483451515436172,-0.6554847359657288,-0.0401135577820241,0.0775889709591865,-0.6042937278747559,-0.0457619454711675,0.0450600430369377,-0.6051442265510559,-0.0709803961217403,0.1015108615159988,-0.4575817346572876,0.1197546318173408,-0.1547799050807952,-0.5083000779151916,-0.0496611922979354,0.1172187253832817,-0.2434536695480346,0.1747819170355797,-0.2165047317743301,-0.5272308886051178,-0.2327695667743682,0.2413305878639221,-0.1317594662308693,0.1477162629365921,-0.0488654289394617,-0.6591475546360016,-0.2708780974149704,0.2616109281778335,-0.0794402740895748,0.1410236187279224,0.0039748966693878,-0.6592059373855591,-0.2967567294836044,0.256020113825798,-0.0792178912321105,0.1093642821535468,0.0200882783159613,-0.6769361138343811,-0.2760260879993438,0.2408632546663284,-0.1193106897175312,0.1343875013291836,-0.0293287403881549,-0.6631069004535675,-0.266067624092102,0.1064301520586013,0.001428165147081,0.0467449374496936,-0.106460539996624,-0.0019532168051227,-0.0451892733573913,0.1772945433855056,0.4095377743244171,-0.0061661408049985,-0.1293736442923546,0.3812728703022003,-0.0392565548419952,0.236262622475624,0.7730340480804443,0.0443416345864534,-0.1623196929693222,0.7132580399513244,0.0498464134521782,0.2460015296936035,0.8189834713935852,0.0404487710446119,-0.1713657975196838,0.7577068328857421,0.0526946845930069,0.3127922534942627,0.8883075833320617,-0.0716651283204555,-0.1855488568544387,0.8220994949340821,-0.0560760939493775,0.0003484169,0.18866223,0.80982673,0.016311226,0.010043591,0.03371246,0.0022888407,0.0013386746,0.00049780903,0.0009194197,0.00032844066,0.00030517703,0.00086196954,0.0020239204,0.00027849452,0.002447796,0.0002742837,0.0012455324,0.0007456662,0.0004086645,4.442539e-05,0.00012596694,0.003973173,0.014857421,0.0019279775,0.00035822278,3.4270795e-06,132.3000030517578,140.131591796875,0.2056520730257034,37.0
0.0905531302094459,-0.6284633874893188,-0.0873922981321811,0.0876461014151573,-0.6604708194732666,-0.0680819980800151,0.0878967121243476,-0.661251962184906,-0.0673133552074432,0.0876839265227317,-0.6615978598594665,-0.0670700717717409,0.0634756907820701,-0.6627057194709778,-0.0844616800546646,0.0639848098158836,-0.6634262442588806,-0.0851208806037902,0.0637224830687046,-0.6647778391838074,-0.0842309579253196,0.054866574704647,-0.6457520484924316,0.0512169107794761,-0.053869142383337,-0.6548014283180237,-0.0415382302366197,0.0760169669985771,-0.6042144298553467,-0.0428322721272707,0.0446848891675472,-0.6045120477676391,-0.0674812041223049,0.0841509535908699,-0.4593447506427764,0.1302443891763687,-0.1538977235555648,-0.5168283760547638,-0.0676447562873363,0.1056025207042694,-0.2564440608024597,0.1981263905763626,-0.203088903427124,-0.5938746809959412,-0.2548476994037628,0.2316047430038452,-0.1602092921733856,0.1748945713043213,-0.0323985130526125,-0.743166708946228,-0.2607577264308929,0.2516594409942627,-0.1134169429540634,0.1678253427147865,0.020133876055479,-0.7430645823478699,-0.2865678161382675,0.2458224385976791,-0.1158487372100353,0.1364482447504997,0.0365136703476309,-0.757344126701355,-0.2610181450843811,0.2311216801404953,-0.1500489383935928,0.1608942732214927,-0.0132153766229748,-0.7456283807754517,-0.2546688348054886,0.1012669250369072,0.0014128043083474,0.0557851910591125,-0.1013617068529129,-0.00195585899055,-0.0542981542646884,0.1857648223638534,0.4044286251068115,0.0092651359038427,-0.1238299816846847,0.3802227020263672,-0.0448499344289302,0.239226546883583,0.7717717885971069,0.0509849641472101,-0.1731322854757309,0.7113520860671997,0.0316086472012102,0.2484381586313247,0.8180255651473999,0.0459050517529249,-0.1842321515083313,0.755782675743103,0.0334350268822163,0.3180977523326874,0.8874299168586731,-0.0605619516223669,-0.1868280410766601,0.8211340308189392,-0.076133675314486,0.00036280148,0.68445027,0.027055528,0.00026047404,0.039823405,0.021378087,0.010657869,0.00109659,0.0022945881,0.00032973549,0.00022590609,0.0004324318,0.00080297637,0.0021822385,0.00029238284,0.0045243385,0.0002376705,0.0016086148,0.00048488297,0.0007473188,7.113071e-05,0.00013983069,0.0015028316,0.010154029,0.0008171308,0.00021848685,6.623486e-06,110.25,134.6264190673828,0.262037843465805,31.0
