0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
3.943368e-05,4.793574e-05,0.011747779,0.21998625,0.024599139,0.0007825475,0.0012840979,0.00011834859,1.8306171e-05,2.3307857e-06,3.57818e-06,2.3462694e-06,4.727223e-07,4.614971e-07,1.7852046e-06,4.5886418e-07,6.167834e-07,8.8178234e-07,2.2488082e-06,1.8279087e-06,2.5305912e-06,9.594247e-06,1.6999556e-05,1.4363735e-05,2.343006e-05,3.2832224e-05,1.5138583e-06
0.0087613845,0.11489816,0.15043397,0.007589607,0.00022994466,6.0668663e-06,4.397852e-07,2.6386277e-07,4.5633236e-08,3.8672233e-08,3.40414e-09,1.3422892e-09,5.378844e-09,9.774108e-09,4.836364e-09,1.7126723e-08,1.1591436e-08,4.0297557e-08,8.6557904e-08,5.129065e-08,8.525782e-08,1.2753623e-07,2.6193808e-07,1.4810266e-07,1.4110498e-07,2.441661e-07,1.1610632e-08
0.08057205,0.16031143,0.081001446,0.0006891176,3.1593663e-06,7.134286e-07,1.7140574e-07,3.437347e-09,1.259799e-08,7.8327267e-10,1.816015e-09,6.1001837e-10,2.1366857e-09,1.7417047e-09,1.741607e-09,1.5264179e-09,9.571195e-10,2.6775403e-08,6.0431313e-09,2.081019e-08,4.357993e-08,1.7359149e-08,1.6457173e-08,1.3126892e-08,4.3028585e-09,2.8733826e-09,2.7923747e-10
0.059505165,0.15482675,0.041618407,0.0005499298,1.4194541e-06,1.4513705e-07,2.4364862e-08,9.21418e-09,1.7047397e-09,2.0535575e-09,1.5374295e-09,1.0488175e-09,1.1173877e-09,1.6291526e-09,1.9452322e-09,3.587087e-10,1.403558e-09,5.930099e-09,1.705381e-08,9.876904e-09,9.162736e-09,1.4029728e-08,3.212634e-08,5.817647e-09,2.0028248e-09,1.5710133e-09,1.7463973e-10
0.11316438,0.10820198,0.027082987,0.0004027039,8.738536e-08,9.338738e-09,2.7171742e-08,1.4662739e-08,5.267042e-08,1.539571e-08,4.0191466e-08,2.5832552e-08,1.8500932e-08,1.5252112e-08,9.53849e-08,2.7068458e-07,5.678154e-07,1.6802532e-07,1.0732531e-07,2.7772234e-07,9.949997e-07,2.7134527e-06,1.7729837e-05,1.3436433e-05,2.0937106e-05,1.7480415e-05,1.643483e-06
0.008081477,0.018893763,0.0010715252,0.00032567445,1.7676648e-06,1.10624136e-07,3.223245e-08,4.8197553e-09,1.593801e-09,7.3039075e-10,1.4852896e-09,4.4464796e-10,4.90062e-10,1.2008241e-09,1.1528887e-09,3.4310257e-09,1.2466312e-09,2.4268996e-09,6.338596e-09,2.2489413e-08,1.6641833e-08,1.2745902e-08,2.9901383e-08,3.4303604e-08,3.651422e-08,3.7395896e-08,1.940075e-09
0.024256421,0.017684335,0.0028325152,3.4037992e-05,1.5297505e-08,4.4293467e-09,1.6546515e-09,2.7282332e-10,1.7383458e-11,6.221572e-11,8.6431057e-10,2.0027305e-10,8.919483e-10,1.2310352e-09,1.4989631e-09,1.0091354e-09,7.893213e-10,5.0307074e-09,2.2157034e-09,5.3160405e-09,9.936227e-09,2.5474376e-08,2.5858679e-08,1.4995148e-08,2.1159516e-09,1.4825473e-09,5.4248137e-11
0.00010141347,0.0003569099,4.0986168e-05,1.0146768e-05,2.7772963e-05,8.241181e-06,2.3098208e-05,3.100109e-05,5.7473135e-06,1.4147929e-05,2.8389499e-05,3.380972e-05,0.00021030834,6.569066e-05,0.0002984161,0.00031775382,0.00039367215,0.00022284641,0.0011019312,0.0008947586,0.0087108,0.0048548165,0.005040563,0.005943667,0.0010266148,0.00033296016,4.705815e-05
0.00025527074,0.00027728325,9.005331e-05,1.5673623e-06,1.2646345e-05,4.845872e-06,3.7345894e-06,2.2028455e-06,2.3506207e-06,1.1390009e-05,4.35692e-06,1.0665177e-05,5.651926e-06,9.6046715e-06,2.7927259e-05,5.240301e-05,8.380507e-05,7.2064526e-05,0.00020046442,0.0006861781,0.002461506,0.0021025229,0.001820681,0.0013625382,0.0005684592,4.3544784e-05,9.738275e-06
1.8525202e-07,9.414631e-06,2.6319638e-06,3.0553524e-09,3.6202042e-08,3.2454662e-07,5.1925264e-07,6.4642813e-07,5.3076815e-07,1.1401515e-07,6.135695e-07,2.4632704e-06,1.6556083e-06,2.3516072e-06,1.6542275e-06,3.5516066e-06,3.1485506e-06,3.5960968e-06,4.2690004e-05,5.3145206e-05,4.5556695e-05,6.2473795e-05,6.1777035e-05,6.9372574e-05,2.1876154e-05,5.0939724e-07,2.1011857e-07
3.2232183e-08,5.6992487e-08,2.355732e-08,1.280477e-08,9.638437e-08,3.831999e-08,4.5290502e-08,1.2772085e-07,2.6219567e-07,2.141644e-07,2.49464e-07,1.0296593e-07,1.8260029e-07,2.1183662e-07,7.1989786e-07,9.926815e-08,1.000183e-06,1.0127205e-06,4.11762e-06,1.8834176e-05,1.6174861e-05,1.5104214e-05,1.7161943e-05,1.8076846e-05,2.497086e-06,1.3680275e-07,3.0801317e-08
1.1507409e-07,4.268508e-08,9.825497e-08,7.3420256e-07,8.7292776e-08,2.585124e-08,1.1629596e-06,9.668943e-07,4.822441e-07,2.7344295e-06,6.209306e-06,2.2778346e-05,3.2043725e-05,2.78205e-05,5.4559664e-06,2.1964993e-06,4.253031e-06,2.5717095e-06,8.9044015e-06,1.2852894e-05,2.6593887e-05,9.1843394e-05,1.7690827e-05,1.4166179e-05,4.8518637e-06,8.0008454e-07,4.6411593e-08
3.1387892e-09,1.0335171e-08,1.1121658e-08,5.8978685e-08,5.3517457e-08,5.2181225e-08,1.09641874e-07,4.064657e-08,2.765525e-08,1.2665959e-07,9.415691e-08,6.9125356e-08,1.082187e-07,2.6769118e-07,3.869679e-07,4.5576166e-07,3.065668e-07,5.7236656e-07,2.0285438e-07,2.3980107e-07,2.1776166e-06,5.53068e-06,3.4435586e-06,2.001914e-06,1.9106972e-07,1.2564189e-07,1.6746072e-09
