NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.052458394318819046,-0.6517271518707275,-0.1766423314809799,0.06256923377513886,-0.6858540058135987,-0.16088032424449922,0.06307639479637146,-0.6865166306495667,-0.16029731929302216,0.06302260905504227,-0.6867602467536926,-0.1599781781435013,0.031370799615979196,-0.6833746552467346,-0.158683705329895,0.03180897645652294,-0.6841172575950623,-0.1596656084060669,0.03190319463610649,-0.685382080078125,-0.15854127407073976,0.11304858773946762,-0.6696518659591675,-0.06283287405967712,-0.027758638933300973,-0.6624296069145202,-0.059282048046588896,0.07456999719142914,-0.6275285840034485,-0.14176989495754241,0.03309379816055298,-0.6227885603904724,-0.13921074867248534,0.1923366904258728,-0.46968973278999326,-0.025094711408019065,-0.11209260076284408,-0.5285800099372864,-0.024893033504486083,0.22485492527484893,-0.2407409131526947,-0.02745753899216652,-0.2775451898574829,-0.6739586353302002,-0.13110128343105315,0.254599517583847,-0.02482147440314293,-0.09531777501106262,-0.1655959814786911,-0.8090218424797058,-0.21079707145690918,0.2541105538606644,0.050710363686084746,-0.11970648318529128,-0.12157542705535888,-0.8062803268432617,-0.24641236364841462,0.231724351644516,0.05018128976225853,-0.15005252361297608,-0.09428362101316452,-0.8238050818443299,-0.2263537883758545,0.24306207597255708,-0.006523360125720501,-0.10745007246732712,-0.14135010540485382,-0.8094455242156983,-0.21160751283168794,0.11196497678756714,-0.0007423974107950926,0.005799777712672949,-0.11191818863153458,0.0004782127623911947,-0.004890576750040054,0.14705677330493927,0.40421907901763915,-0.04065307006239891,-0.14478928446769715,0.3870622754096985,-0.028675489500164984,0.15061128735542298,0.7473136067390442,0.12039647549390793,-0.1358836367726326,0.7372042059898376,0.10603083074092864,0.15474247336387634,0.7924529790878296,0.12883635312318803,-0.13541993796825408,0.7830097079277039,0.1125290036201477,0.18240535855293274,0.876768696308136,0.006151160749141127,-0.1691884934902191,0.8602607131004334,0.00439359622905613
0.05289821922779083,-0.6503793597221375,-0.1780504107475281,0.06343448162078857,-0.6845495343208313,-0.16179346442222595,0.06394163817167282,-0.6852252721786499,-0.16121626198291777,0.06388656049966812,-0.6854738116264343,-0.1608869194984436,0.03211304023861885,-0.6823582768440246,-0.15984494388103485,0.03255479037761688,-0.6830877542495728,-0.16082841753959656,0.03265256807208061,-0.6843579411506653,-0.15971239507198334,0.11392435729503632,-0.668283998966217,-0.06273768395185471,-0.0274757731705904,-0.6622845292091369,-0.0601596362888813,0.0747648224234581,-0.6262547254562378,-0.14282345175743102,0.033183880150318146,-0.6218834280967712,-0.1405257284641266,0.19244084656238555,-0.4682778060436249,-0.02291602734476328,-0.11217322498559952,-0.5295544505119324,-0.026199272274971007,0.2276216834783554,-0.2400272697210312,-0.024407122656702994,-0.2731163799762726,-0.6781347990036011,-0.1335855171084404,0.2585783004760742,-0.02507937289774418,-0.09294169098138809,-0.17019292414188386,-0.8236686229705811,-0.2212070882320404,0.25879082679748533,0.04995797649025917,-0.11710708290338516,-0.13040501177310942,-0.8252792119979858,-0.2584732711315155,0.23704530894756318,0.048903913050889966,-0.1469709664583206,-0.10400603860616683,-0.8442710638046265,-0.24106239378452302,0.24717530310153962,-0.007405841909348965,-0.10504062026739121,-0.14689972400665283,-0.8256344676017762,-0.22325914800167085,0.11200317293405533,-0.0007434570114128291,0.0059342246502637865,-0.11195740401744843,0.0004706415405962616,-0.0050246577709913256,0.14649610817432404,0.4056315302848816,-0.03760183528065682,-0.13842908889055253,0.38746942281723024,-0.025569882616400717,0.15132609903812408,0.7497817397117614,0.1211251974105835,-0.1295841693878174,0.7403015851974487,0.10434102714061737,0.15569891631603242,0.7951801657676697,0.12905005514621734,-0.1294607549905777,0.7864107012748718,0.11017491370439529,0.1846442550420761,0.878886616230011,0.005506201740354299,-0.1639466553926468,0.8615244388580322,0.0012026404961943626
0.05275929719209671,-0.6488041162490845,-0.1751331180334091,0.06362359672784805,-0.6829879760742188,-0.15857283174991607,0.06412727981805802,-0.6836827754974365,-0.15800202190876006,0.06407470405101776,-0.6839359998703003,-0.15763455033302307,0.03224953562021256,-0.6810827016830444,-0.15689207017421722,0.03269159942865372,-0.6818019390106201,-0.15786794126033782,0.03277858048677444,-0.6830807089805603,-0.15680599212646484,0.11406587362289429,-0.6666458964347839,-0.05923628807067871,-0.02787119261920452,-0.6616698384284974,-0.05773232355713844,0.0744160071015358,-0.6247511744499207,-0.13968380093574523,0.03269946426153183,-0.6207625150680542,-0.13772784769535065,0.19181813001632692,-0.46678284406661985,-0.01826507207006216,-0.11279736012220383,-0.5309292197227478,-0.02556750476360321,0.22921791672706604,-0.23788617551326752,-0.019238035101443528,-0.26873313188552855,-0.6850616931915283,-0.1292066529393196,0.2600961446762085,-0.02429284676909447,-0.08827423751354217,-0.1811230331659317,-0.8445405125617981,-0.21574791371822358,0.2610495984554291,0.049758292734622955,-0.11243814378976821,-0.1474701479077339,-0.8520086288452149,-0.2532921999692917,0.23951185643672943,0.04797770977020264,-0.14134329855442046,-0.12208563387393952,-0.8719779491424561,-0.23885136246681213,0.24862218797206878,-0.0072607692331075665,-0.10025802850723267,-0.15925390124320984,-0.8481657385826111,-0.21894266009330748,0.11201527714729309,-0.0008285209187306464,0.006162006687372923,-0.11196844577789307,0.0005438533436972648,-0.005247934069484472,0.14589907526969909,0.4062679648399353,-0.033943289145827296,-0.12982211112976075,0.3882393419742584,-0.025171292945742607,0.15219757854938507,0.7525000214576721,0.11946223229169846,-0.12260398715734482,0.744194233417511,0.09879346489906311,0.15682202577590942,0.7982089042663574,0.1267419919371605,-0.12296826392412186,0.7906023859977722,0.10393211841583253,0.18700134456157685,0.8799084544181823,0.002638476714491844,-0.15743973851203918,0.8628412961959839,-0.0059300936758518216
0.052014786005020144,-0.6464433431625366,-0.1691558837890625,0.06331751495599747,-0.6805757761001587,-0.15216805934906005,0.06381326913833618,-0.6812945127487182,-0.1516052782535553,0.06376458629965782,-0.6815510272979737,-0.15118905305862426,0.03185512274503708,-0.6789913892745971,-0.1509334772825241,0.03229827806353569,-0.6797009468078613,-0.15189595222473146,0.03236046880483627,-0.6809957146644592,-0.15089794397354125,0.11328777372837066,-0.6639983415603637,-0.05229449942708016,-0.02943992130458355,-0.6604172348976135,-0.0527395136654377,0.07321405708789826,-0.6223844885826111,-0.13338003009557725,0.03129418157041073,-0.6188420414924621,-0.13202985525131225,0.18975606560707092,-0.4646500706672668,-0.010206358879804612,-0.11456365883350372,-0.5321941375732422,-0.0228597829118371,0.22909219861030578,-0.23475871682167054,-0.00907032387331128,-0.2646711230278015,-0.6931554913520813,-0.12083154916763306,0.26075897216796873,-0.022620465233922006,-0.07551729306578636,-0.1937197744846344,-0.8665799498558044,-0.2031554937362671,0.26285870671272277,0.050038110464811325,-0.09899370148777961,-0.16585696935653688,-0.8797347664833068,-0.24033004343509673,0.241654109954834,0.04761352762579918,-0.1270773947238922,-0.14117559641599656,-0.9001150846481323,-0.22881292998790742,0.24926350712776185,-0.006312726670876146,-0.08733644932508469,-0.17318821847438812,-0.8715809226036072,-0.20736324191093444,0.11201900094747544,-0.0010857378831133247,0.006510347686707973,-0.11196966171264648,0.0007839358760975302,-0.005586099717766047,0.1455104500055313,0.4060670495033264,-0.029091539233922957,-0.11964496374130248,0.3900041341781616,-0.025682756304740907,0.15307385623455047,0.7554782271385193,0.11639726310968398,-0.11529084593057633,0.7492589831352234,0.0924052506685257,0.15793925821781157,0.8015788793563843,0.12275035679340363,-0.11624625772237777,0.7958680391311646,0.09691302478313446,0.1892132729291916,0.8801210880279541,-0.002335541881620884,-0.1503563106060028,0.8645513772964477,-0.014001649804413319
0.050026291608810426,-0.6449341416358948,-0.16139329671859742,0.06167917251586914,-0.6788950085639953,-0.14368607699871064,0.06216487213969231,-0.6796378374099732,-0.14312872886657715,0.06211951598525047,-0.6798941731452942,-0.1426745042204857,0.03009687550365925,-0.6775851011276245,-0.14324288070201874,0.03054136298596859,-0.6782890439033509,-0.14419448077678682,0.03056737743318081,-0.679600965976715,-0.14325167536735534,0.10995627343654632,-0.6615395784378052,-0.04242216572165489,-0.03357166387140751,-0.6592488050460815,-0.046542569249868396,0.07029944285750389,-0.6206450939178467,-0.1250690519809723,0.02818616181612015,-0.6174909114837647,-0.12480374723672867,0.18417824506759645,-0.46246716380119324,0.000600755587220192,-0.11867609918117523,-0.5332675099372863,-0.01933916173875332,0.2223752796649933,-0.2312358021736145,0.0050327318720519544,-0.2642186224460602,-0.7009407639503479,-0.11280567198991776,0.2594370305538177,-0.020750876516103745,-0.05878023039549589,-0.20514673888683319,-0.8853249073028564,-0.190787735581398,0.2634905755519867,0.050339529663324355,-0.08162682317197323,-0.18114838898181915,-0.9022037744522095,-0.22739536166191102,0.2435709148645401,0.047529110312461854,-0.10967334657907486,-0.1568803980946541,-0.9224860072135925,-0.2188270092010498,0.24855409562587738,-0.005107859522104264,-0.07074572369456292,-0.1855367213487625,-0.8911001443862915,-0.1959577739238739,0.11201073080301285,-0.0015254425001330675,0.007088560517877341,-0.11195808947086335,0.0012004488438833506,-0.0061444446444511415,0.14484472274780275,0.4054282486438751,-0.02397302407771349,-0.11074227392673493,0.39266678094863894,-0.02675629109144211,0.15382776856422425,0.7581230878829956,0.11316015869379044,-0.10996081233024597,0.753661572933197,0.08619951158761978,0.1588669389486313,0.8046289324760437,0.11857176572084427,-0.11149482280015946,0.8003043174743653,0.09023703634738922,0.1906685709953308,0.8800941348075867,-0.0076414506882429125,-0.14528547525405883,0.865849232673645,-0.021271968632936476
0.04794404953718186,-0.6436618685722351,-0.15554099082946776,0.059987740218639375,-0.6773917198181152,-0.13723571002483367,0.060461197048425674,-0.6781547784805297,-0.1366792067885399,0.06041881963610649,-0.6784082293510437,-0.13622023165225983,0.028275404870510102,-0.6764648914337158,-0.1375570923089981,0.0287206444889307,-0.6771667957305908,-0.13849868178367614,0.028711288422346114,-0.6784942507743835,-0.13758842647075653,0.1059360608458519,-0.6593209981918335,-0.033851207420229915,-0.0382839921861887,-0.6584386229515076,-0.04190703779459,0.06695217564702034,-0.618987762928009,-0.11856919825077057,0.0246817285194993,-0.6163376927375793,-0.11935945451259614,0.1764677196741104,-0.4608346700668335,0.010537722706794738,-0.12428294867277145,-0.5342658996582031,-0.015802808664739133,0.20941799879074097,-0.22891004085540773,0.020704165752977132,-0.2683701992034912,-0.703962779045105,-0.10647860616445541,0.25339838266372683,-0.019599952548742295,-0.04125923723913729,-0.2158041477203369,-0.8921535015106201,-0.18383268415927886,0.2590130686759949,0.05040824711322785,-0.06353936791419983,-0.19314445853233336,-0.909865427017212,-0.22031309604644775,0.24186219573020934,0.047480887919664386,-0.09260717928409576,-0.16834964454174042,-0.9291257381439209,-0.21310837864875792,0.24376626908779145,-0.004318107571452856,-0.05369947329163551,-0.1967140853404999,-0.8981150150299072,-0.18937478065490723,0.11195318698883057,-0.0020940103218890726,0.007752959802746773,-0.1119014486670494,0.0017386330757290125,-0.006789225712418556,0.14399949312210084,0.4047951757907867,-0.018105688970535994,-0.10430565774440766,0.3951651930809021,-0.027371553331613542,0.1541731059551239,0.759871244430542,0.11648785471916198,-0.107207190990448,0.7570383667945861,0.08454297930002212,0.1591651737689972,0.8067256569862366,0.12182174324989319,-0.10915351808071136,0.8036908388137818,0.08856277763843537,0.1904141426086426,0.8800475716590881,-0.0059254186693578955,-0.1419943869113922,0.8668704748153686,-0.024977444484829903
